Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Topic)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Duration Seconds)	CF (Start Time)	Event Type
2199	All Data	4e5aebb1fd1a5b52398578f366e0fa59	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:46:04	America/New_York	22	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-10-01 03:45:08	jUsingDouble	2	1	CORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20151	6.23	1443671170	
2200	All Data	465b84c266745a1011767c58f25fc54e	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:46:16	America/New_York	12	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-10-01 03:46:04	jusingFloat	1	1	CORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20151	19.44	1443671195	
2201	All Data	0e7eb827ee92133e4aaae72de81fda19	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:46:55	America/New_York	39	ATTEMPT				Constants	jConstants2	1	2015-10-01 03:46:16	jConstants2	1	1	CORRECT								Constant		ConstantInitializationStatement		DoubleDataType		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC16			CS401Fall20151	27.09	1443671242	
2202	All Data	18cd662c52389b02020b3535c2b58c8f	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:47:37	America/New_York	42	ATTEMPT				Arithmetic_Operations	jCompoundAssignment_mult	1	2015-10-01 03:46:55	jCompoundAssignment_mult	1	1	CORRECT								IntDataType		MultiplyAssignmentExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC27			CS401Fall20151	7.8	1443671265	
2203	All Data	0c5beabd34ad88785b3c6ca58a0991b2	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:47:50	America/New_York	13	ATTEMPT				Arithmetic_Operations	jVariable1	1	2015-10-01 03:47:37	jVariable1	1	1	CORRECT								AddAssignmentExpression		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC21			CS401Fall20151	5.65	1443671276	
2204	All Data	0c31312b70061bfe1949bb87e498c3c5	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:48:03	America/New_York	13	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-10-01 03:47:50	jOperator1	1	1	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC41			CS401Fall20151	6.04	1443671289	
2205	All Data	28cf20b4cb67b680913a537b9c4f8dc0	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:48:15	America/New_York	12	ATTEMPT				Arithmetic_Operations	jIncrement	1	2015-10-01 03:48:03	jIncrement	1	1	CORRECT								IntDataType		PreIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC57			CS401Fall20151	6.49	1443671301	
2206	All Data	bb39378561330a127d5b7864495d99d3	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:48:28	America/New_York	13	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-10-01 03:48:15	jPostIncrement	1	1	CORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC17			CS401Fall20151	16.01	1443671324	
2207	All Data	211340c0a707b96c34b7e813b1a61682	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:48:51	America/New_York	23	ATTEMPT				Arithmetic_Operations	jPostDecrement	1	2015-10-01 03:48:28	jPostDecrement	1	1	CORRECT								IntDataType		PostDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC71			CS401Fall20151	11.09	1443671342	
2208	All Data	7709693c6db984cbc20e8434c729df57	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:49:08	America/New_York	17	ATTEMPT				Arithmetic_Operations	jPreDecrement	1	2015-10-01 03:48:51	jPreDecrement	1	1	CORRECT								IntDataType		PreDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC33			CS401Fall20151	7.26	1443671355	
2209	All Data	27eb4cd33c58a8d427720d3d48abd439	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:49:23	America/New_York	15	ATTEMPT				Primitive_Data_Types	jDouble1	1	2015-10-01 03:49:08	jDouble1	1	1	CORRECT								AddExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																								Single-KC		KC78			CS401Fall20151	13.3	1443671376	
2210	All Data	a1dab6debdd3aea6999690434b9dfced	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:49:45	America/New_York	22	ATTEMPT				Arithmetic_Operations	jMathFuc1	1	2015-10-01 03:49:23	jMathFuc1	1	1	CORRECT								AddExpression		DoubleDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.sqrt																																																																																										Single-KC		KC64			CS401Fall20151	7.41	1443671392	
2211	All Data	156249ee29b5eae6c43637c9e50f03c0	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:49:58	America/New_York	13	ATTEMPT				Arithmetic_Operations	jMathFuc2	1	2015-10-01 03:49:45	jMathFuc2	1	1	CORRECT								ExplicitTypeCasting		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.pow																																																																																								Single-KC		KC65			CS401Fall20151	6.4	1443671404	
2212	All Data	379936d0ec549368a2d50f2e558a8c1b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:50:09	America/New_York	11	ATTEMPT				Primitive_Data_Types	jInt_Long	1	2015-10-01 03:49:58	jInt_Long	1	1	CORRECT								DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.round																																																																																								Single-KC		KC58			CS401Fall20151	6.51	1443671416	
2213	All Data	5279a1f8f972039a46f75a9d1ace8aba	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:50:22	America/New_York	13	ATTEMPT				Arithmetic_Operations	jMathAbs	1	2015-10-01 03:50:09	jMathAbs	1	0	INCORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.abs																																																																																														Single-KC		KC42			CS401Fall20151	6.43	1443671428	
2214	All Data	21404ce5dcbbac66f44f7e86635e1bb2	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:50:32	America/New_York	10	ATTEMPT				Arithmetic_Operations	jMathAbs	1	2015-10-01 03:50:09	jMathAbs	2	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.abs																																																																																														Single-KC		KC42			CS401Fall20151	6.26	1443671438	
2215	All Data	ebfca0a8812e46efc750502897afb9d0	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:50:43	America/New_York	11	ATTEMPT				Arithmetic_Operations	jMathCeil	1	2015-10-01 03:50:32	jMathCeil	1	0	INCORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.ceil																																																																																														Single-KC		KC96			CS401Fall20151	25.63	1443671469	
2216	All Data	40b69d5462d58ed9a64f65952a69a232	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:51:13	America/New_York	30	ATTEMPT				Arithmetic_Operations	jMathCeil	1	2015-10-01 03:50:32	jMathCeil	2	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.ceil																																																																																														Single-KC		KC96			CS401Fall20151	7.27	1443671480	
2217	All Data	1a1e8083a0a4fe19341d7c1585b4838d	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:51:25	America/New_York	12	ATTEMPT				Constants	jConstants3	1	2015-10-01 03:51:13	jConstants3	1	1	CORRECT								AddExpression		ConstantInvocation		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math																																																																																						Single-KC		KC43			CS401Fall20151	9.73	1443671495	
2218	All Data	f127f91f3f26e7100ead77e6f9a4b965	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:51:42	America/New_York	17	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-10-01 03:51:25	jDivision	1	1	CORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			CS401Fall20151	33.38	1443671535	
2219	All Data	3863e8a140e43d9f5c076773575a739e	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:52:37	America/New_York	55	ATTEMPT				Strings	jString1	1	2015-10-01 03:51:42	jString1	1	0	INCORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC95			CS401Fall20151	21.59	1443671579	
2220	All Data	e005232d08388a04c11a58b70f9f2d30	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:53:47	America/New_York	70	ATTEMPT				Strings	jString1	1	2015-10-01 03:51:42	jString1	2	0	INCORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC95			CS401Fall20151	38.48	1443671665	
2221	All Data	582ceb074cd40cc2a49e84e3efaa134e	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:54:41	America/New_York	54	ATTEMPT				Strings	jString1	1	2015-10-01 03:51:42	jString1	3	1	CORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC95			CS401Fall20151	12.05	1443671693	
2222	All Data	d556558c87206a2c74188c78799b9aad	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:55:02	America/New_York	21	ATTEMPT				Strings	jString2	1	2015-10-01 03:54:41	jString2	1	0	INCORRECT								IntDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.length		java.lang.System.out.print																																																																																Single-KC		KC63			CS401Fall20151	20.85	1443671723	
2223	All Data	96a8e8fa3b8685b67d1e167df9d90a20	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:55:28	America/New_York	26	ATTEMPT				Strings	jString2	1	2015-10-01 03:54:41	jString2	2	1	CORRECT								IntDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.length		java.lang.System.out.print																																																																																Single-KC		KC63			CS401Fall20151	5.43	1443671733	
2224	All Data	80f41e7dde99ff55b05c7b111d66b35f	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:55:41	America/New_York	13	ATTEMPT				Boolean_Expressions	jBoolean_Var	1	2015-10-01 03:55:28	jBoolean_Var	1	1	CORRECT								BooleanDataType		ExpressionStatement		False		GreaterExpression		IfStatement		SimpleAssignmentExpression		SimpleVariable		True		VariableInitializationStatement		java.lang.System.out.print																																																																																		Single-KC		KC30			CS401Fall20151	9.35	1443671750	
2225	All Data	0f116d5f6ad09e535979e2cb780a62f1	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:55:54	America/New_York	13	ATTEMPT				Boolean_Expressions	jBoolean_Method	1	2015-10-01 03:55:41	jBoolean_Method	1	1	CORRECT								ActualMethodParameter		ConstructorCall		EqualExpression		ExpressionStatement		IfStatement		IntDataType		ObjectCreationStatement		ObjectEquality		PostDecrementExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.equals																																																																		Single-KC		KC51			CS401Fall20151	18.66	1443671773	
2226	All Data	b9e317da9499116177051b9b2bbb07ff	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:56:19	America/New_York	25	ATTEMPT				Boolean_Expressions	jBoolean_Operators	1	2015-10-01 03:55:54	jBoolean_Operators	1	1	CORRECT								AndExpression		ExpressionStatement		GreaterExpression		IfStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StatementBlock		VariableInitializationStatement																																																																																Single-KC		KC89			CS401Fall20151	11.46	1443671790	
2227	All Data	8efe1bd0f48cb78ba511e767bfc36587	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:56:36	America/New_York	17	ATTEMPT				Boolean_Expressions	jBoolean_Operators3	1	2015-10-01 03:56:19	jBoolean_Operators3	1	0	INCORRECT								GreaterExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																										Single-KC		KC90			CS401Fall20151	13.07	1443671809	
2228	All Data	0befd18c4e5022b5daadcaf137f3c058	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:56:53	America/New_York	17	ATTEMPT				Boolean_Expressions	jBoolean_Operators3	1	2015-10-01 03:56:19	jBoolean_Operators3	2	1	CORRECT								GreaterExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																										Single-KC		KC90			CS401Fall20151	6.23	1443671819	
2229	All Data	04d968627698c52369a87b4ae12eb16b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:57:05	America/New_York	12	ATTEMPT				Boolean_Expressions	jbooleanOperationsOR	1	2015-10-01 03:56:53	jbooleanOperationsOR	1	0	INCORRECT								GreaterExpression		IntDataType		OrExpression		SimpleAssignmentExpression		SubtractExpression																																																																																												Single-KC		KC76			CS401Fall20151	10.48	1443671835	
2230	All Data	64b5342844a49c4308575ad2f1ebfaf9	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:57:17	America/New_York	12	ATTEMPT				Boolean_Expressions	jbooleanOperationsOR	1	2015-10-01 03:56:53	jbooleanOperationsOR	2	1	CORRECT								GreaterExpression		IntDataType		OrExpression		SimpleAssignmentExpression		SubtractExpression																																																																																												Single-KC		KC76			CS401Fall20151	7.57	1443671845	
2231	All Data	4fc6eb5ab8915e6e5a07f2d649be1aec	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:57:31	America/New_York	14	ATTEMPT				Boolean_Expressions	jbooleanOperationsNotEqual	1	2015-10-01 03:57:17	jbooleanOperationsNotEqual	1	1	CORRECT								IfStatement		IntDataType		NotEqualExpression		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.Math.abs		java.lang.System.out.print																																																																																		Single-KC		KC60			CS401Fall20151	15.29	1443671866	
2232	All Data	43200eda4d5b40370759560683e6cf46	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:57:52	America/New_York	21	ATTEMPT				Boolean_Expressions	jbooleanOperationsNot	1	2015-10-01 03:57:31	jbooleanOperationsNot	1	1	CORRECT								AndExpression		GreaterExpression		IfStatement		IntDataType		LessExpression		NotExpression		PostIncrementExpression		SimpleAssignmentExpression																																																																																						Single-KC		KC61			CS401Fall20151	16.51	1443671889	
2233	All Data	a441c07306288d5c8e6bf5f987cd32e0	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:58:16	America/New_York	24	ATTEMPT				Boolean_Expressions	jbooleanOperationsLessEqual	1	2015-10-01 03:57:52	jbooleanOperationsLessEqual	1	1	CORRECT								IfStatement		IntDataType		LessEqualExpression		PostIncrementExpression		SimpleAssignmentExpression																																																																																												Single-KC		KC34			CS401Fall20151	7.85	1443671904	
2234	All Data	52ea31a64188e2d34f2a8d1ffd118aff	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:58:29	America/New_York	13	ATTEMPT				Boolean_Expressions	jbooleanOperationsGreaterEqual	1	2015-10-01 03:58:16	jbooleanOperationsGreaterEqual	1	1	CORRECT								GreaterEqualExpression		IfStatement		IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																												Single-KC		KC23			CS401Fall20151	8.85	1443671918	
2235	All Data	ba22694c4b2093bdb739f6e78ff27c62	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:58:44	America/New_York	15	ATTEMPT				Decisions	jIfelse1	1	2015-10-01 03:58:29	jIfelse1	1	1	CORRECT								AddAssignmentExpression		ExpressionStatement		GreaterExpression		IfStatement		IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																				Single-KC		KC66			CS401Fall20151	9.13	1443671933	
2236	All Data	e44faeeb0d3e982a1b2f40bf9c8709b2	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 03:58:57	America/New_York	13	ATTEMPT				Boolean_Expressions	jtestNull	1	2015-10-01 03:58:44	jtestNull	1	1	CORRECT								EqualExpression		IfStatement		IntDataType		LessExpression		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable																																																																																				Single-KC		KC29			CS401Fall20151	74.73	1443672012	
2237	All Data	154c93ce1fb174c854a2397cfa0ff43b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 04:00:18	America/New_York	81	ATTEMPT				Boolean_Expressions	jCompareString	1	2015-10-01 03:58:57	jCompareString	1	0	INCORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.equals		java.lang.String.substring																																																																																						Single-KC		KC47			CS401Fall20151	32.16	1443672050	
2238	All Data	446bd0e84b9b8361df6c9d15f28926f8	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 04:00:53	America/New_York	35	ATTEMPT				Boolean_Expressions	jCompareString	1	2015-10-01 03:58:57	jCompareString	2	1	CORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.equals		java.lang.String.substring																																																																																						Single-KC		KC47			CS401Fall20151	8.52	1443672062	
2239	All Data	c24059f1f55ca2190030cf6c59968e1b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 04:01:40	America/New_York	47	ATTEMPT				Classes	jClass1	1	2015-10-01 04:00:53	jClass1	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																										Single-KC		KC55			CS401Fall20151	9.01	1443672109	
2240	All Data	b5a3730643f5ed08e0b3f446d549570b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 04:01:56	America/New_York	16	ATTEMPT				Classes	jBankAccount	1	2015-10-01 04:01:40	jBankAccount	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																										Single-KC		KC94			CS401Fall20151	16.4	1443672132	
2241	All Data	bfb0c514f6ae3ed48c16be92b576b71b	Stu_c5b390529329b1f2ddde61b860abe4ca	0	2015-10-01 04:02:18	America/New_York	22	ATTEMPT				Classes	jBa_ques	1	2015-10-01 04:01:56	jBa_ques	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		MultiplyExpression		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																								Single-KC		KC5			CS401Fall20151	15.37	1443672153	
2242	All Data	bda3442c4929eaaa19507271fec3ff1a	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:47:58	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-09-08 23:47:58	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC93			CS401Fall20152	61.71	1441756140	
2243	All Data	014ef4303c4844bfecf0f2832856b129	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:49:14	America/New_York	76	ATTEMPT				Variables	jVariable1_rev	1	2015-09-08 23:47:58	jVariable1_rev	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20152	11.29	1441756165	
2244	All Data	c62a68eeb453c40277c768c9981c50bf	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:49:30	America/New_York	16	ATTEMPT				Variables	jVariables2	1	2015-09-08 23:49:14	jVariables2	1	1	CORRECT								AddExpression		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC38			CS401Fall20152	10.87	1441756181	
2245	All Data	345192b81ff6d0235dcef33d5e0f4e5b	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:49:53	America/New_York	23	ATTEMPT				Variables	jVariables3	1	2015-09-08 23:49:30	jVariables3	1	1	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC24			CS401Fall20152	10.09	1441756203	
2246	All Data	9e9ca1e1dd5fbf7be67b518551012276	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:50:09	America/New_York	16	ATTEMPT				Variables	jVariable4_rev	1	2015-09-08 23:49:53	jVariable4_rev	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		java.lang.System.out.print																																																																																														Single-KC		KC50			CS401Fall20152	27.11	1441756236	
2247	All Data	bdf5a481f1f22dff71fcc83b37ffb01e	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:50:42	America/New_York	33	ATTEMPT				Variables	jprintlnTest	1	2015-09-08 23:50:09	jprintlnTest	1	0	INCORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	7.06	1441756249	
2248	All Data	1ed98759b4297505b08818a7d1c3b4d3	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:50:54	America/New_York	12	ATTEMPT				Variables	jprintlnTest	1	2015-09-08 23:50:09	jprintlnTest	2	1	CORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	5.87	1441756260	
2249	All Data	883d9074c303662d2fdff23f93060bd8	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:51:05	America/New_York	11	ATTEMPT				Variables	jVariables5	1	2015-09-08 23:50:54	jVariables5	1	1	CORRECT								SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																										Single-KC		KC98			CS401Fall20152	8.87	1441756274	
2250	All Data	9320747771535f7f639a4d648573a0dc	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:51:24	America/New_York	19	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-09-08 23:51:05	jUsingDouble	1	1	CORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20152	10.76	1441756295	
2251	All Data	475bcf056159895603e28d5bc3b0334c	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:51:45	America/New_York	21	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-09-08 23:51:24	jusingFloat	1	1	CORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20152	9.31	1441756314	
2252	All Data	b4cc7a52a88727dc47d4dd9eb2822ab3	Stu_c6131a2f580a2c141f478a6a0e40d201	2	2015-09-08 23:52:03	America/New_York	18	ATTEMPT				Constants	jConstants2	1	2015-09-08 23:51:45	jConstants2	1	1	CORRECT								Constant		ConstantInitializationStatement		DoubleDataType		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC16			CS401Fall20152	28.09	1441756351	
